TeamId,TeamName,SubmissionDate,Score
3227899,struggle,"2019-06-08 19:05:00",3
3227912,"Shiro Kawakita","2019-05-29 22:07:00",3
3227917,"Ben Harris","2019-06-02 03:42:00",3
3227922,"Joel Lee","2019-05-29 22:32:00",3
3227925,Aleks,"2019-06-09 09:58:00",3
3227932,"Mark Conway","2019-05-29 22:09:00",3
3227933,"Grzegorz Sionkowski","2019-05-29 23:21:00",3
3227938,François,"2019-06-28 19:27:00",3
3227947,BNake,"2019-06-02 10:35:00",3
3227949,j_scheibel,"2019-05-30 21:49:00",3
3227951,"Bruno Coelho","2019-05-29 22:25:00",3
3227953,"Yaning Zhong","2019-06-05 01:44:00",3
3227961,Tom57,"2019-05-29 23:52:00",3
3227962,IIllII,"2019-05-30 06:10:00",3
3227963,"Michael Sluydts","2019-06-27 13:18:00",3
3227968,RomanPetrenko,"2019-06-01 19:19:00",3
3227970,wardnath,"2019-06-26 18:05:00",3
3227987,"[ods.ai] Dmitriy Ershov","2019-05-30 05:27:00",3
3228007,BenLatimer,"2019-06-01 19:41:00",3
3228016,HulkBulk,"2019-05-30 11:13:00",3
3228029,SUPERLUMINAL,"2019-06-06 21:05:00",3
3228047,Susana,"2019-08-21 14:05:00",3
3228050,"Younes Charfaoui","2019-06-22 17:39:00",3
3228072,"Fool's Gold","2019-05-29 22:47:00",3
3228082,PAB97,"2019-06-28 21:47:00",3
3228089,kukang,"2019-07-13 17:28:00",3
3228091,noswald,"2019-06-07 00:40:00",3
3228100,"Mikhail Fadeev","2019-06-27 14:03:00",3
3228138,"Renan Machado","2019-05-31 12:04:00",3
3228148,roush,"2019-06-21 21:47:00",3
3228153,Heisenberg,"2019-08-19 16:51:00",3
3228159,NxGTR,"2019-05-30 03:12:00",3
3228161,"John DiMarco","2019-05-30 00:11:00",3
3228166,siero,"2019-05-30 05:05:00",3
3228168,femorode,"2019-06-01 00:16:00",3
3228172,"Chanran Kim","2019-07-08 11:28:00",3
3228173,"Aki Sheeran","2019-06-29 10:56:00",3
3228193,ViridisQuotient,"2019-08-27 23:03:00",3
3228195,takahashihideaki,"2019-05-30 22:32:00",3
3228208,"a Tom","2019-06-29 01:28:00",3
3228237,BX.,"2019-05-30 03:56:00",3
3228251,"Mukunde Gael","2019-06-09 01:23:00",3
3228253,"Charlie Zhu","2019-06-22 15:18:00",3
3228275,huiqin,"2019-07-25 04:00:00",3
3228280,"Andris Birkmanis","2019-05-30 22:32:00",3
3228287,yshim,"2019-06-09 11:42:00",3
3228289,btk1,"2019-05-30 16:13:00",3
3228291,"🥋 Justin Faler 🦄","2019-05-30 07:31:00",3
3228293,cnb,"2019-05-30 00:00:00",3
3228302,"Travis Black","2019-06-06 13:49:00",3
3228305,"Alexey Fansky","2019-06-06 20:54:00",3
3228306,tR@veller,"2019-08-20 19:17:00",3
3228321,"Budi Sudarsono","2019-06-02 13:22:00",3
3228323,StamatisMastromichalakis,"2019-05-30 04:26:00",3
3228327,"F. Semih Dündar","2019-05-31 18:51:00",3
3228342,HY2017,"2019-07-23 03:23:00",3
3228343,"TeraFlops on C480 ML M5","2019-06-06 13:18:00",3
3228352,"John Anthony","2019-06-07 13:20:00",3
3228358,MykJimFafHar,"2019-05-30 01:46:00",3
3228363,"Ranga Roy Koduru","2019-05-30 22:04:00",3
3228368,"hogehoge Whale","2019-06-08 08:32:00",3
3228390,kyusque,"2019-05-30 11:23:00",3
3228395,"Tatiana Malygina","2019-06-24 19:53:00",3
3228405,PaoloRampazzo,"2019-06-05 13:45:00",3
3228409,ChiChen,"2019-07-19 21:10:00",3
3228412,"Spencer Uresk","2019-05-30 19:54:00",3
3228416,"Adriano Avelar","2019-06-07 01:18:00",3
3228423,"Antonio & Sergio","2019-06-06 06:51:00",3
3228425,magicsany,"2019-05-30 02:03:00",3
3228447,"[ka.kr] Solve chem. together","2019-06-10 23:16:00",3
3228466,"Gabriel Freitas","2019-05-30 05:49:00",3
3228469,"Sigma Richards","2019-05-30 23:39:00",3
3228471,ikiri_tmu,"2019-05-30 04:54:00",3
3228472,emptyewer,"2019-06-05 01:06:00",3
3228514,"Leonardo Ferreira ","2019-06-01 15:04:00",3
3228556,"Daniel J","2019-05-30 00:43:00",3
3228567,CDH_GR,"2019-06-01 16:39:00",3
3228573,Silver-Top,"2019-08-03 10:31:00",3
3228574,"Jin Cong Ho","2019-05-30 20:57:00",3
3228575,ZhongyiFisher,"2019-08-08 23:14:00",3
3228604,Dromosys,"2019-05-30 01:08:00",3
3228618,"R MAT","2019-07-08 22:34:00",3
3228621,"Yufei Luo","2019-07-18 14:54:00",3
3228627,"Time to sleep","2019-06-01 01:57:00",3
3228639,Go,"2019-05-30 10:25:00",3
3228644,chadsheep,"2019-05-31 10:48:00",3
3228652,mANDy,"2019-07-16 06:44:00",3
3228654,fkubota,"2019-06-10 04:02:00",3
3228669,"Tetyana Yatsenko","2019-05-30 01:10:00",3
3228700,kiyomomo,"2019-06-26 08:01:00",3
3228704,"Vanilla  SchNet (Tony Y.)","2019-05-30 08:06:00",3
3228713,DDDC,"2019-06-04 02:08:00",3
3228716,Autumnn,"2019-08-05 01:13:00",3
3228730,"Ralph Rogge","2019-05-31 07:05:00",3
3228744,MatthewMasters,"2019-06-02 01:37:00",3
3228763,shinsuke27,"2019-06-02 13:21:00",3
3228764,"Chuanle Dou","2019-05-31 11:19:00",3
3228772,JoeB,"2019-05-31 02:39:00",3
3228781,"Niranjan Nakkala","2019-06-04 01:38:00",3
3228801,Xinru,"2019-05-30 08:33:00",3
3228802,"Cash Money","2019-06-03 03:40:00",3
3228809,"Kosta Morfesis","2019-06-09 21:58:00",3
3228819,"Chau Huynh","2019-05-30 04:19:00",3
3228827,side_project,"2019-06-03 03:32:00",3
3228830,"Takaoki Koyanagi","2019-06-01 02:13:00",3
3228840,"Alec Helyar","2019-06-03 10:46:00",3
3228841,dhanilan,"2019-05-30 13:35:00",3
3228852,96,"2019-06-03 00:43:00",3
3228860,voilin,"2019-07-10 14:02:00",3
3228862,KeepLearning,"2019-05-30 14:15:00",3
3228899,"Sean Gilbert","2019-06-14 01:27:00",3
3228902,ML_Expert_Silicon_Valley,"2019-05-31 02:51:00",3
3228913,"Aaron Ma","2019-05-30 02:23:00",3
3228939,WitatRangthain,"2019-05-30 11:11:00",3
3228974,KM,"2019-08-08 02:12:00",3
3228976,hyle,"2019-06-18 07:22:00",3
3229001,"Nian Zhang","2019-08-12 03:37:00",3
3229002,"Molecular Regressor","2019-06-29 07:33:00",3
3229005,funkyboy,"2019-05-30 07:39:00",3
3229008,"Love is a Parasite","2019-06-11 08:55:00",3
3229012,"Joe Young","2019-06-04 00:23:00",3
3229024,-,"2019-05-30 06:00:00",3
3229027,Ravijeet,"2019-08-24 10:22:00",3
3229037,"Arunkumar Venkataramanan","2019-05-30 02:40:00",3
3229069,"Pulkit Mehta","2019-06-10 09:49:00",3
3229079,"Giang Dao","2019-07-03 06:16:00",3
3229084,TrollFactory,"2019-06-13 00:58:00",3
3229087,william,"2019-06-17 13:23:00",3
3229088,"D Guanaes","2019-06-28 18:14:00",3
3229090,ahsong2000,"2019-05-31 13:12:00",3
3229095,newebug,"2019-07-22 14:25:00",3
3229116,"Aleksandr  Avdyushenko","2019-06-19 21:01:00",3
3229118,lakeoverflow,"2019-06-08 05:02:00",3
3229123,Oxygen,"2019-05-30 04:39:00",3
3229139,"Josue Villegas cruz","2019-05-30 15:33:00",3
3229142,"Bryan Liu","2019-07-30 01:05:00",3
3229154,"yuting Chen","2019-06-08 15:37:00",3
3229182,TrailBlazers,"2019-06-05 19:58:00",3
3229209,"Jiawei Chen","2019-06-04 09:57:00",3
3229220,brassmonkey,"2019-05-30 08:53:00",3
3229231,"Tee Ming Yi","2019-05-31 04:08:00",3
3229252,"राम लला हम आएंगे","2019-05-30 03:23:00",3
3229255,PaulB,"2019-06-11 11:13:00",3
3229262,"Lê Huỳnh Đức","2019-06-29 03:40:00",3
3229280,Debut_Kele,"2019-08-27 02:56:00",3
3229365,piyush1912,"2019-05-30 05:39:00",3
3229368,vigneshwarar,"2019-06-03 14:00:00",3
3229376,RISE-LEAR,"2019-07-02 10:38:00",3
3229381,BiooooMod,"2019-05-30 04:09:00",3
3229398,"Nick Styles","2019-05-30 03:55:00",3
3229400,"Breaking Bad","2019-05-31 13:53:00",3
3229404,ruhong,"2019-08-25 08:26:00",3
3229416,chemistry,"2019-06-04 19:56:00",3
3229435,"Iakov Aizenberg","2019-06-16 11:01:00",3
3229439,noypeban,"2019-06-23 12:42:00",3
3229446,"Thông Nguyễn","2019-05-30 14:40:00",3
3229450,"Last Runner","2019-06-28 11:34:00",3
3229455,"Sakares Saengkaew","2019-07-08 11:26:00",3
3229457,nishanth,"2019-06-21 14:37:00",3
3229465,AIChemists,"2019-06-16 03:45:00",3
3229471,"Sameer Dev","2019-05-30 04:12:00",3
3229488,"4 GM and the brain","2019-05-29 22:57:00",3
3229490,rain496,"2019-05-30 10:12:00",3
3229499,yuhei,"2019-06-08 08:30:00",3
3229503,"Balaji Venkateswaran","2019-05-30 04:34:00",3
3229508,C4rl05/V,"2019-08-25 19:53:00",3
3229510,"Berkeley Duck Squad","2019-06-02 04:51:00",3
3229528,Mueki,"2019-05-30 08:07:00",3
3229545,"Abhilash Awasthi","2019-07-17 07:27:00",3
3229556,adam2go,"2019-05-31 06:36:00",3
3229559,resory,"2019-07-26 12:14:00",3
3229563,KagglerSN,"2019-07-15 23:29:00",3
3229579,"Gouher Danish","2019-06-21 20:03:00",3
3229599,jazivxt,"2019-05-30 10:35:00",3
3229605,"The Crackle Blasters","2019-05-31 00:55:00",3
3229606,"Duyen Duong Lam Cau","2019-07-02 11:03:00",3
3229608,"Preevan Moodley","2019-05-30 06:59:00",3
3229619,mandarinente,"2019-06-02 01:04:00",3
3229642,"Suraj kumar","2019-05-30 06:11:00",3
3229654,prithvi1029,"2019-05-30 08:55:00",3
3229682,"amit sharma","2019-07-01 14:53:00",3
3229693,"Shiva Manhar","2019-07-18 07:12:00",3
3229702,validmodel,"2019-05-30 05:02:00",3
3229729,"Jaechang Lim","2019-05-30 16:01:00",3
3229770,"Leonid Sinev","2019-05-31 05:24:00",3
3229808,"Julia Ponomareva","2019-06-26 09:34:00",3
3229816,"Altered Carbon","2019-06-04 03:25:00",3
3229823,ヘ(￣ω￣ヘ),"2019-05-31 05:43:00",3
3229835,"venkata yerubandi","2019-06-06 04:15:00",3
3229850,SimonW,"2019-06-13 16:14:00",3
3229856,Snehan,"2019-05-30 11:04:00",3
3229859,Brach,"2019-07-19 07:30:00",3
3229872,Tincture1,"2019-05-30 18:51:00",3
3229875,"who needs chemistry knowledge?","2019-06-05 12:53:00",3
3229907,"Kirill Blinov","2019-08-05 18:46:00",3
3229910,hklee,"2019-06-01 15:12:00",3
3229926,yota_p,"2019-06-05 23:16:00",3
3229929,"Kirat Kumar","2019-06-07 08:43:00",3
3229932,darensin01,"2019-05-30 09:42:00",3
3229939,slivka83,"2019-06-11 23:24:00",3
3229973,"Dhananjay Raut™️","2019-06-02 16:29:00",3
3229976,"Adam Brandstetter-Kunc","2019-06-08 09:20:00",3
3230010,"Mayank Agrawal","2019-06-02 06:47:00",3
3230021,"Juanan Tejero","2019-06-12 06:35:00",3
3230022,"Manuel Chacón","2019-06-18 06:13:00",3
3230034,"Gennady Laptev","2019-07-23 08:55:00",3
3230042,"Octavio Gonzalez-Lugo","2019-08-28 18:59:00",3
3230051,jmtest,"2019-05-30 21:08:00",3
3230065,RamaLakshman,"2019-06-02 10:16:00",3
3230069,"Ivan Pavlov","2019-05-31 11:35:00",3
3230075,"Daniel Correia","2019-06-12 08:17:00",3
3230085,Xiaowei,"2019-06-01 19:34:00",3
3230090,Ubique,"2019-07-07 15:18:00",3
3230104,"Raj Parmar","2019-07-28 08:05:00",3
3230109,"yechiel amsalem","2019-05-31 06:44:00",3
3230121,Unstetig,"2019-05-30 09:28:00",3
3230155,"Maxim Drobin","2019-05-30 18:27:00",3
3230168,"Late to merger","2019-07-21 14:23:00",3
3230183,EdgarPE,"2019-06-02 17:57:00",3
3230241,krivoship,"2019-06-05 08:40:00",3
3230243,Indigoo,"2019-06-02 00:04:00",3
3230259,"Nicola Jean","2019-07-17 09:41:00",3
3230280,Aman.cyberia,"2019-05-30 08:48:00",3
3230301,"Mathurin Aché","2019-05-30 07:36:00",3
3230303,HarryQuake,"2019-08-18 03:33:00",3
3230310,double-d,"2019-05-30 23:51:00",3
3230328,"Jose Muñoz","2019-06-13 07:00:00",3
3230331,"Hongbin Gu","2019-06-05 00:46:00",3
3230350,giras,"2019-05-30 18:29:00",3
3230368,Mkozic,"2019-05-30 16:03:00",3
3230382,"Aimoldin Anuar [dsmlkz] ","2019-06-30 09:00:00",3
3230413,"Tomasz Waleń","2019-05-30 12:12:00",3
3230427,tonets,"2019-06-08 10:07:00",3
3230443,"Joydeb Mondal","2019-05-31 10:08:00",3
3230444,dottor_j,"2019-06-03 18:22:00",3
3230464,Mr_Optimistic,"2019-06-13 13:30:00",3
3230478,"Karan Jakhar","2019-08-24 21:53:00",3
3230495,"ML kick-off","2019-06-08 07:50:00",3
3230515,"wayward molecules","2019-06-16 22:06:00",3
3230518,Glimmung,"2019-05-30 09:32:00",3
3230522,"Linards Kalvāns","2019-06-03 14:10:00",3
3230524,SeeMolecular,"2019-08-14 10:56:00",3
3230551,"Diogo Santos","2019-07-09 14:08:00",3
3230560,TianliangBian,"2019-05-30 08:17:00",3
3230568,mathf,"2019-05-31 13:15:00",3
3230575,"Hichi Aty","2019-05-30 13:58:00",3
3230584,mresquivias,"2019-06-01 17:05:00",3
3230655,"wanna bee","2019-06-07 13:31:00",3
3230657,"Tim Mironov","2019-05-30 14:59:00",3
3230688,nakip,"2019-05-30 11:22:00",3
3230690,MingpeiyuZhang,"2019-05-30 09:32:00",3
3230711,Jo,"2019-05-30 14:22:00",3
3230718,"Gleb Levitski","2019-06-27 03:28:00",3
3230730,"Lang Sys","2019-06-28 18:46:00",3
3230732,"Alexandru Parvu","2019-06-03 11:57:00",3
3230739,[Deleted],"2019-06-01 15:42:00",3
3230747,Cobra,"2019-06-17 14:52:00",3
3230761,"Teresa Scholz","2019-07-24 16:20:00",3
3230767,"Naruhiko Nakanishi","2019-05-30 09:19:00",3
3230778,lunar,"2019-07-18 14:48:00",3
3230805,redherrings,"2019-06-22 10:06:00",3
3230818,"Veerala Hari Krishna","2019-05-30 08:25:00",3
3230826,"Alexey Abramov","2019-07-20 21:23:00",3
3230834,masa-suke,"2019-07-07 12:28:00",3
3230835,ykskks,"2019-06-03 04:15:00",3
3230857,"Sergey Morzhov","2019-05-30 13:17:00",3
3230858,atomic_kitchen,"2019-07-17 04:26:00",3
3230867,bk_ds_eg,"2019-06-11 15:16:00",3
3230868,K_mat,"2019-05-31 08:21:00",3
3230891,HAL,"2019-05-30 11:52:00",3
3230907,littlecow,"2019-06-15 10:35:00",3
3230911,wssholmes,"2019-07-02 12:02:00",3
3230952,snovik,"2019-06-07 09:30:00",3
3230958,rayneraido,"2019-06-03 10:37:00",3
3231021,"Gilles P.","2019-06-05 10:17:00",3
3231052,Gaurav,"2019-07-09 10:31:00",3
3231071,"Paco Diaz","2019-06-27 07:35:00",3
3231078,"Giuseppe Marco Randazzo","2019-08-11 19:10:00",3
3231117,"NMR predictors","2019-08-28 23:01:00",3
3231121,nguttm,"2019-06-06 18:49:00",3
3231129,lukaszl,"2019-05-30 23:15:00",3
3231136,"Kevin Feghoul","2019-05-31 04:41:00",3
3231147,pablodecm,"2019-06-03 19:52:00",3
3231150,MaxenceR,"2019-05-31 14:34:00",3
3231203,BondJamesBond,"2019-06-05 20:16:00",3
3231218,Taras,"2019-07-28 13:49:00",3
3231229,DL,"2019-05-30 09:52:00",3
3231240,"Jordi Z","2019-07-09 07:26:00",3
3231246,sergey5,"2019-07-01 21:12:00",3
3231261,coolshuma,"2019-07-02 20:22:00",3
3231272,"Ziddi Engineer","2019-06-12 07:38:00",3
3231273,hiroki,"2019-06-12 22:46:00",3
3231291,"Qian Wang","2019-06-11 15:03:00",3
3231360,0x0x,"2019-07-25 07:30:00",3
3231362,chrisslz,"2019-07-20 18:02:00",3
3231374,"haojie fan","2019-07-05 13:18:00",3
3231395,takapy,"2019-08-25 04:02:00",3
3231409,"Matteo Peluso","2019-06-04 12:15:00",3
3231434,"GraphConv Champions","2019-05-30 10:30:00",3
3231447,MichaelStone,"2019-06-20 05:07:00",3
3231448,"Ernesto Budia","2019-06-04 07:40:00",3
3231451,"Bhavesh Ghodasara","2019-05-30 13:31:00",3
3231455,"Anis AYARI","2019-05-30 17:07:00",3
3231464,FadeoN,"2019-05-31 07:23:00",3
3231467,RafaelKeggenhoff,"2019-06-01 17:49:00",3
3231488,[Deleted],"2019-05-31 01:10:00",3
3231502,Orochimaru,"2019-06-08 11:01:00",3
3231503,"Ravi Krishnan","2019-05-30 15:00:00",3
3231515,hageito,"2019-05-30 10:31:00",3
3231524,saneryee,"2019-06-11 08:33:00",3
3231525,serkh,"2019-06-07 13:00:00",3
3231545,swagatron,"2019-05-30 10:36:00",3
3231568,"Vasil Yordanov","2019-05-30 14:40:00",3
3231572,kirikei,"2019-06-30 01:45:00",3
3231573,"Victor Zaguskin","2019-06-24 08:11:00",3
3231583,BenZik,"2019-06-05 14:07:00",3
3231628,"Pavel Orlov","2019-07-27 18:45:00",3
3231635,"piros fehér zöld","2019-05-30 15:58:00",3
3231654,LazyLearner,"2019-06-04 16:51:00",3
3231669,"Koki Ando","2019-06-02 05:03:00",3
3231675,Hassan,"2019-05-30 12:14:00",3
3231684,userjoe,"2019-05-31 16:53:00",3
3231703,"Juan P Zuluaga","2019-07-29 09:32:00",3
3231711,VarisaP,"2019-06-01 16:06:00",3
3231713,Stroggification,"2019-05-31 10:33:00",3
3231727,Elahi,"2019-06-06 11:19:00",3
3231728,"Roger Jonsson","2019-08-21 19:42:00",3
3231730,firou1925,"2019-07-12 10:25:00",3
3231756,A^b,"2019-06-30 13:21:00",3
3231796,pao&hinokky&nyanp&Shun_PI&colun,"2019-06-03 03:15:00",3
3231820,"Khoi Nguyen","2019-06-17 14:04:00",3
3231821,"CNN Daybreak","2019-05-30 14:24:00",3
3231829,"Yasunori Fukushima feat. Kim","2019-05-30 14:37:00",3
3231842,"Guanshuo Xu","2019-06-27 17:57:00",3
3231890,"CounterBoiz Correction","2019-05-31 03:29:00",3
3231926,Mirodil,"2019-06-10 18:57:00",3
3231930,RomanKyrychenko,"2019-05-30 15:17:00",3
3231935,HaimFeldman,"2019-06-29 07:12:00",3
3231945,"Ede Meijer","2019-06-04 12:28:00",3
3231952,Moonl0rd,"2019-05-30 23:32:00",3
3231956,"[ods.ai] ms","2019-06-05 15:22:00",3
3231976,"Siddhant Sarkar","2019-06-09 17:45:00",3
3231996,GilbertoSilva,"2019-05-30 16:57:00",3
3232001,"Gideon Vos","2019-05-31 11:40:00",3
3232002,"Mohsen Yazdinejad","2019-07-22 05:18:00",3
3232023,x5or6,"2019-05-30 16:36:00",3
3232045,"Dhruval Karmariya","2019-05-30 18:14:00",3
3232110,"Tammy Dugan","2019-05-30 14:14:00",3
3232118,HP,"2019-06-04 07:04:00",3
3232138,"João Louro","2019-06-03 12:40:00",3
3232159,"Filipe S","2019-06-10 21:29:00",3
3232172,qh582,"2019-05-31 23:58:00",3
3232173,"Puck Wang","2019-07-06 14:34:00",3
3232184,on9zhai,"2019-08-03 10:01:00",3
3232192,"Sanyam Lakhanpal","2019-07-04 11:22:00",3
3232200,JaredSavage,"2019-07-13 22:43:00",3
3232242,domie,"2019-05-30 16:04:00",3
3232244,JT,"2019-05-30 20:17:00",3
3232245,"Simon Beyer","2019-06-21 10:45:00",3
3232252,JaiWei,"2019-06-01 07:59:00",3
3232280,"Dennis Cartin","2019-06-25 21:27:00",3
3232305,[dbchain.ai]Ly,"2019-05-30 14:56:00",3
3232334,"Vishal Bajaj","2019-08-28 21:52:00",3
3232342,"Takahiro Saito","2019-06-03 09:29:00",3
3232349,"Eddo Putradipura","2019-06-03 03:36:00",3
3232356,"Anirudh K","2019-05-30 14:35:00",3
3232383,Tak,"2019-05-31 00:02:00",3
3232390,Yerne🐉,"2019-06-11 07:35:00",3
3232405,Nahman,"2019-06-02 08:34:00",3
3232422,"Ian du Bois","2019-06-26 16:52:00",3
3232425,saravanansaminathan,"2019-06-27 05:53:00",3
3232432,"Migs Rocha","2019-05-30 13:27:00",3
3232444,bmehl,"2019-06-23 13:38:00",3
3232450,"Ricardo Gilson","2019-05-30 18:28:00",3
3232490,kivantium,"2019-05-30 15:15:00",3
3232493,"Comparus AI","2019-06-28 04:24:00",3
3232520,Thriveni,"2019-05-31 15:06:00",3
3232524,"Mariam Mohamed","2019-05-31 15:09:00",3
3232573,"DS Cheonan","2019-08-18 16:30:00",3
3232583,Sebas,"2019-05-30 15:30:00",3
3232615,Hiroo,"2019-07-06 00:26:00",3
3232636,Conway,"2019-06-03 17:45:00",3
3232638,"lose with dignity","2019-06-17 07:46:00",3
3232664,resnant,"2019-05-30 15:56:00",3
3232702,MattFfrench-Constant,"2019-05-31 14:08:00",3
3232728,"Bogdan Gromov","2019-05-30 23:19:00",3
3232758,"Rising of the stars","2019-06-09 16:02:00",3
3232763,"[manifoldresearch.ai] Alexey Morgunov","2019-06-11 17:01:00",3
3232765,"Olusegun Folarin","2019-05-30 23:18:00",3
3232766,"Gelesh G Omathil","2019-06-16 23:01:00",3
3232778,pyaddict,"2019-05-31 19:43:00",3
3232784,"Dmitry Nazarenko","2019-06-25 16:14:00",3
3232810,"Abs Ran","2019-06-21 18:47:00",3
3232819,tl39,"2019-07-22 21:01:00",3
3232842,"Fallou Diagne","2019-05-30 14:57:00",3
3232843,"Pinkman Chemistry Lab","2019-06-06 08:16:00",3
3232866,Evdilos_Ikaria,"2019-06-19 08:13:00",3
3232872,"Emeric Quesnel","2019-06-18 21:58:00",3
3232875,"dan1234 [ods.ai]","2019-06-18 09:58:00",3
3232923,"Jesse Kanter","2019-07-30 14:15:00",3
3232926,🥟餃子、パリッとさせたくて🥟,"2019-06-14 22:59:00",3
3232934,"Dalton Schutte","2019-06-11 01:08:00",3
3232948,maomao,"2019-06-28 00:31:00",3
3232953,[Deleted],"2019-08-13 17:54:00",3
3232955,student,"2019-05-30 16:39:00",3
3232972,"Halit Tali","2019-06-06 20:45:00",3
3232995,Goose,"2019-06-08 19:06:00",3
3233000,"Little kekules","2019-06-06 00:54:00",3
3233008,petermyan,"2019-06-01 15:57:00",3
3233011,"Andrew H. Nguyen","2019-08-23 04:58:00",3
3233047,lazyBug,"2019-05-31 23:07:00",3
3233057,eyahel,"2019-06-03 16:43:00",3
3233079,alatris,"2019-05-30 15:47:00",3
3233143,SVJ|DataGeek,"2019-05-30 16:34:00",3
3233145,"Maksim Brazhnikov","2019-06-02 16:50:00",3
3233161,KoBo,"2019-08-21 04:21:00",3
3233173,Mani,"2019-05-30 21:01:00",3
3233193,OU物理勢,"2019-06-04 18:10:00",3
3233200,"Rive Sunder","2019-05-31 10:06:00",3
3233232,"Beam me up!","2019-06-04 10:02:00",3
3233236,jd_east,"2019-08-28 21:04:00",3
3233253,"Tejinder Singh","2019-06-21 19:53:00",3
3233258,"prasoon kottarathil","2019-05-30 16:19:00",3
3233274,"Rishiraj Raghu","2019-06-15 21:14:00",3
3233279,naveen139,"2019-07-03 15:39:00",3
3233281,HsiaoYi,"2019-06-05 03:52:00",3
3233282,"Alex David","2019-05-30 16:24:00",3
3233391,Jonas,"2019-06-02 19:59:00",3
3233398,"Enrique Pérez Herrero","2019-06-21 20:48:00",3
3233401,"Max Cohen","2019-07-04 03:20:00",3
3233427,"Jaime Badiola","2019-06-29 16:57:00",3
3233436,"Molly Fagan","2019-07-14 22:08:00",3
3233459,fisher,"2019-06-16 15:13:00",3
3233486,SaikatDutta,"2019-06-08 19:27:00",3
3233523,Kalgyn,"2019-06-03 09:19:00",3
3233530,gaowh95,"2019-08-26 03:18:00",3
3233590,"James Johns","2019-06-11 14:57:00",3
3233597,"Raghawendra Singh","2019-06-02 09:17:00",3
3233619,Thanos,"2019-05-30 20:26:00",3
3233635,chhaatra,"2019-08-21 07:49:00",3
3233641,AlreadyUsed,"2019-06-05 00:46:00",3
3233660,"Data O Plomo","2019-05-30 12:26:00",3
3233675,[Deleted],"2019-07-14 19:34:00",3
3233720,"minding the gap (between my ears)","2019-05-30 22:04:00",3
3233727,"Chinmay Singhal","2019-05-30 22:28:00",3
3233729,"Maxim Shevelev","2019-07-15 10:03:00",3
3233783,"Anshul Miglani","2019-08-04 04:36:00",3
3233808,Tensor,"2019-06-14 16:29:00",3
3233825,"Edward Hayes","2019-07-03 23:57:00",3
